Clients:
 Client{id=1, timeArrival=34, timeService=5}
Server 8 {clients=[], waitingPeriod=0}, 
Server 9 {clients=[], waitingPeriod=0}, 
Server 10 {clients=[], waitingPeriod=0}, 
Server 11 {clients=[], waitingPeriod=0}, 
Server 12 {clients=[], waitingPeriod=0}, 
Server 13 {clients=[], waitingPeriod=0}, 
Server 14 {clients=[], waitingPeriod=0}, 
Server 15 {clients=[], waitingPeriod=0}, 
Server 16 {clients=[], waitingPeriod=0}, 
Server 17 {clients=[], waitingPeriod=0}, 
Server 18 {clients=[], waitingPeriod=0}, 
Server 19 {clients=[], waitingPeriod=0}, 
Server 20 {clients=[], waitingPeriod=0}]

current time: 23
[
Server 1 {clients=[Client{id=52, timeArrival=20, timeService=4}], waitingPeriod=4}, 
Server 2 {clients=[Client{id=32, timeArrival=21, timeService=3}], waitingPeriod=3}, 
Server 3 {clients=[Client{id=55, timeArrival=21, timeService=2}], waitingPeriod=2}, 
Server 4 {clients=[Client{id=60, timeArrival=21, timeService=3}], waitingPeriod=3}, 
Server 5 {clients=[Client{id=34, timeArrival=22, timeService=7}], waitingPeriod=7}, 
Server 6 {clients=[Client{id=63, timeArrival=22, timeService=5}], waitingPeriod=5}, 
Server 7 {clients=[], waitingPeriod=0}, 
Server 8 {clients=[], waitingPeriod=0}, 
Server 9 {clients=[], waitingPeriod=0}, 
Server 10 {clients=[], waitingPeriod=0}, 
Server 11 {clients=[], waitingPeriod=0}, 
Server 12 {clients=[], waitingPeriod=0}, 
Server 13 {clients=[], waitingPeriod=0}, 
Server 14 {clients=[], waitingPeriod=0}, 
Server 15 {clients=[], waitingPeriod=0}, 
Server 16 {clients=[], waitingPeriod=0}, 
Server 17 {clients=[], waitingPeriod=0}, 
Server 18 {clients=[], waitingPeriod=0}, 
Server 19 {clients=[], waitingPeriod=0}, 
Server 20 {clients=[], waitingPeriod=0}]

current time: 24
[
Server 1 {clients=[Client{id=52, timeArrival=20, timeService=3}], waitingPeriod=3}, 
Server 2 {clients=[Client{id=32, timeArrival=21, timeService=2}], waitingPeriod=2}, 
Server 3 {clients=[Client{id=55, timeArrival=21, timeService=1}], waitingPeriod=1}, 
Server 4 {clients=[Client{id=60, timeArrival=21, timeService=2}], waitingPeriod=2}, 
Server 5 {clients=[Client{id=34, timeArrival=22, timeService=6}], waitingPeriod=6}, 
Server 6 {clients=[Client{id=63, timeArrival=22, timeService=4}], waitingPeriod=4}, 
Server 7 {clients=[Client{id=41, timeArrival=24, timeService=9}], waitingPeriod=9}, 
Server 8 {clients=[], waitingPeriod=0}, 
Server 9 {clients=[], waitingPeriod=0}, 
Server 10 {clients=[], waitingPeriod=0}, 
Server 11 {clients=[], waitingPeriod=0}, 
Server 12 {clients=[], waitingPeriod=0}, 
Server 13 {clients=[], waitingPeriod=0}, 
Server 14 {clients=[], waitingPeriod=0}, 
Server 15 {clients=[], waitingPeriod=0}, 
Server 16 {clients=[], waitingPeriod=0}, 
Server 17 {clients=[], waitingPeriod=0}, 
Server 18 {clients=[], waitingPeriod=0}, 
Server 19 {clients=[], waitingPeriod=0}, 
Server 20 {clients=[], waitingPeriod=0}]

current time: 25
[
Server 1 {clients=[Client{id=52, timeArrival=20, timeService=2}], waitingPeriod=2}, 
Server 2 {clients=[Client{id=32, timeArrival=21, timeService=1}], waitingPeriod=1}, 
Server 3 {clients=[Client{id=19, timeArrival=25, timeService=7}], waitingPeriod=7}, 
Server 4 {clients=[Client{id=60, timeArrival=21, timeService=1}], waitingPeriod=1}, 
Server 5 {clients=[Client{id=34, timeArrival=22, timeService=5}], waitingPeriod=5}, 
Server 6 {clients=[Client{id=63, timeArrival=22, timeService=3}], waitingPeriod=3}, 
Server 7 {clients=[Client{id=41, timeArrival=24, timeService=8}], waitingPeriod=8}, 
Server 8 {clients=[], waitingPeriod=0}, 
Server 9 {clients=[], waitingPeriod=0}, 
Server 10 {clients=[], waitingPeriod=0}, 
Server 11 {clients=[], waitingPeriod=0}, 
Server 12 {clients=[], waitingPeriod=0}, 
Server 13 {clients=[], waitingPeriod=0}, 
Server 14 {clients=[], waitingPeriod=0}, 
Server 15 {clients=[], waitingPeriod=0}, 
Server 16 {clients=[], waitingPeriod=0}, 
Server 17 {clients=[], waitingPeriod=0}, 
Server 18 {clients=[], waitingPeriod=0}, 
Server 19 {clients=[], waitingPeriod=0}, 
Server 20 {clients=[], waitingPeriod=0}]

current time: 26
[
Server 1 {clients=[Client{id=52, timeArrival=20, timeService=1}], waitingPeriod=1}, 
Server 2 {clients=[], waitingPeriod=0}, 
Server 3 {clients=[Client{id=19, timeArrival=25, timeService=6}], waitingPeriod=6}, 
Server 4 {clients=[], waitingPeriod=0}, 
Server 5 {clients=[Client{id=34, timeArrival=22, timeService=4}], waitingPeriod=4}, 
Server 6 {clients=[Client{id=63, timeArrival=22, timeService=2}], waitingPeriod=2}, 
Server 7 {clients=[Client{id=41, timeArrival=24, timeService=7}], waitingPeriod=7}, 
Server 8 {clients=[], waitingPeriod=0}, 
Server 9 {clients=[], waitingPeriod=0}, 
Server 10 {clients=[], waitingPeriod=0}, 
Server 11 {clients=[], waitingPeriod=0}, 
Server 12 {clients=[], waitingPeriod=0}, 
Server 13 {clients=[], waitingPeriod=0}, 
Server 14 {clients=[], waitingPeriod=0}, 
Server 15 {clients=[], waitingPeriod=0}, 
Server 16 {clients=[], waitingPeriod=0}, 
Server 17 {clients=[], waitingPeriod=0}, 
Server 18 {clients=[], waitingPeriod=0}, 
Server 19 {clients=[], waitingPeriod=0}, 
Server 20 {clients=[], waitingPeriod=0}]

current time: 27
[
Server 1 {clients=[Client{id=80, timeArrival=27, timeService=5}], waitingPeriod=5}, 
Server 2 {clients=[], waitingPeriod=0}, 
Server 3 {clients=[Client{id=19, timeArrival=25, timeService=5}], waitingPeriod=5}, 
Server 4 {clients=[], waitingPeriod=0}, 
Server 5 {clients=[Client{id=34, timeArrival=22, timeService=3}], waitingPeriod=3}, 
Server 6 {clients=[Client{id=63, timeArrival=22, timeService=1}], waitingPeriod=1}, 
Server 7 {clients=[Client{id=41, timeArrival=24, timeService=6}], waitingPeriod=6}, 
Server 8 {clients=[], waitingPeriod=0}, 
Server 9 {clients=[], waitingPeriod=0}, 
Server 10 {clients=[], waitingPeriod=0}, 
Server 11 {clients=[], waitingPeriod=0}, 
Server 12 {clients=[], waitingPeriod=0}, 
Server 13 {clients=[], waitingPeriod=0}, 
Server 14 {clients=[], waitingPeriod=0}, 
Server 15 {clients=[], waitingPeriod=0}, 
Server 16 {clients=[], waitingPeriod=0}, 
Server 17 {clients=[], waitingPeriod=0}, 
Server 18 {clients=[], waitingPeriod=0}, 
Server 19 {clients=[], waitingPeriod=0}, 
Server 20 {clients=[], waitingPeriod=0}]

current time: 28
[
Server 1 {clients=[Client{id=80, timeArrival=27, timeService=4}], waitingPeriod=4}, 
Server 2 {clients=[Client{id=45, timeArrival=28, timeService=5}], waitingPeriod=5}, 
Server 3 {clients=[Client{id=19, timeArrival=25, timeService=4}], waitingPeriod=4}, 
Server 4 {clients=[Client{id=73, timeArrival=28, timeService=9}], waitingPeriod=9}, 
Server 5 {clients=[Client{id=34, timeArrival=22, timeService=2}], waitingPeriod=2}, 
Server 6 {clients=[Client{id=91, timeArrival=28, timeService=8}], waitingPeriod=8}, 
Server 7 {clients=[Client{id=41, timeArrival=24, timeService=5}], waitingPeriod=5}, 
Server 8 {clients=[Client{id=92, timeArrival=28, timeService=3}], waitingPeriod=3}, 
Server 9 {clients=[], waitingPeriod=0}, 
Server 10 {clients=[], waitingPeriod=0}, 
Server 11 {clients=[], waitingPeriod=0}, 
Server 12 {clients=[], waitingPeriod=0}, 
Server 13 {clients=[], waitingPeriod=0}, 
Server 14 {clients=[], waitingPeriod=0}, 
Server 15 {clients=[], waitingPeriod=0}, 
Server 16 {clients=[], waitingPeriod=0}, 
Server 17 {clients=[], waitingPeriod=0}, 
Server 18 {clients=[], waitingPeriod=0}, 
Server 19 {clients=[], waitingPeriod=0}, 
Server 20 {clients=[], waitingPeriod=0}]

current time: 29
[
Server 1 {clients=[Client{id=80, timeArrival=27, timeService=3}], waitingPeriod=3}, 
Server 2 {clients=[Client{id=45, timeArrival=28, timeService=4}], waitingPeriod=4}, 
Server 3 {clients=[Client{id=19, timeArrival=25, timeService=3}], waitingPeriod=3}, 
Server 4 {clients=[Client{id=73, timeArrival=28, timeService=8}], waitingPeriod=8}, 
Server 5 {clients=[Client{id=34, timeArrival=22, timeService=1}], waitingPeriod=1}, 
Server 6 {clients=[Client{id=91, timeArrival=28, timeService=7}], waitingPeriod=7}, 
Server 7 {clients=[Client{id=41, timeArrival=24, timeService=4}], waitingPeriod=4}, 
Server 8 {clients=[Client{id=92, timeArrival=28, timeService=2}], waitingPeriod=2}, 
Server 9 {clients=[], waitingPeriod=0}, 
Server 10 {clients=[], waitingPeriod=0}, 
Server 11 {clients=[], waitingPeriod=0}, 
Server 12 {clients=[], waitingPeriod=0}, 
Server 13 {clients=[], waitingPeriod=0}, 
Server 14 {clients=[], waitingPeriod=0}, 
Server 15 {clients=[], waitingPeriod=0}, 
Server 16 {clients=[], waitingPeriod=0}, 
Server 17 {clients=[], waitingPeriod=0}, 
Server 18 {clients=[], waitingPeriod=0}, 
Server 19 {clients=[], waitingPeriod=0}, 
Server 20 {clients=[], waitingPeriod=0}]

current time: 30
[
Server 1 {clients=[Client{id=80, timeArrival=27, timeService=2}], waitingPeriod=2}, 
Server 2 {clients=[Client{id=45, timeArrival=28, timeService=3}], waitingPeriod=3}, 
Server 3 {clients=[Client{id=19, timeArrival=25, timeService=2}], waitingPeriod=2}, 
Server 4 {clients=[Client{id=73, timeArrival=28, timeService=7}], waitingPeriod=7}, 
Server 5 {clients=[Client{id=17, timeArrival=30, timeService=4}], waitingPeriod=4}, 
Server 6 {clients=[Client{id=91, timeArrival=28, timeService=6}], waitingPeriod=6}, 
Server 7 {clients=[Client{id=41, timeArrival=24, timeService=3}], waitingPeriod=3}, 
Server 8 {clients=[Client{id=92, timeArrival=28, timeService=1}], waitingPeriod=1}, 
Server 9 {clients=[Client{id=93, timeArrival=30, timeService=3}], waitingPeriod=3}, 
Server 10 {clients=[], waitingPeriod=0}, 
Server 11 {clients=[], waitingPeriod=0}, 
Server 12 {clients=[], waitingPeriod=0}, 
Server 13 {clients=[], waitingPeriod=0}, 
Server 14 {clients=[], waitingPeriod=0}, 
Server 15 {clients=[], waitingPeriod=0}, 
Server 16 {clients=[], waitingPeriod=0}, 
Server 17 {clients=[], waitingPeriod=0}, 
Server 18 {clients=[], waitingPeriod=0}, 
Server 19 {clients=[], waitingPeriod=0}, 
Server 20 {clients=[], waitingPeriod=0}]

current time: 31
[
Server 1 {clients=[Client{id=80, timeArrival=27, timeService=1}], waitingPeriod=1}, 
Server 2 {clients=[Client{id=45, timeArrival=28, timeService=2}], waitingPeriod=2}, 
Server 3 {clients=[Client{id=19, timeArrival=25, timeService=1}], waitingPeriod=1}, 
Server 4 {clients=[Client{id=73, timeArrival=28, timeService=6}], waitingPeriod=6}, 
Server 5 {clients=[Client{id=17, timeArrival=30, timeService=3}], waitingPeriod=3}, 
Server 6 {clients=[Client{id=91, timeArrival=28, timeService=5}], waitingPeriod=5}, 
Server 7 {clients=[Client{id=41, timeArrival=24, timeService=2}], waitingPeriod=2}, 
Server 8 {clients=[Client{id=22, timeArrival=31, timeService=6}], waitingPeriod=6}, 
Server 9 {clients=[Client{id=93, timeArrival=30, timeService=2}], waitingPeriod=2}, 
Server 10 {clients=[], waitingPeriod=0}, 
Server 11 {clients=[], waitingPeriod=0}, 
Server 12 {clients=[], waitingPeriod=0}, 
Server 13 {clients=[], waitingPeriod=0}, 
Server 14 {clients=[], waitingPeriod=0}, 
Server 15 {clients=[], waitingPeriod=0}, 
Server 16 {clients=[], waitingPeriod=0}, 
Server 17 {clients=[], waitingPeriod=0}, 
Server 18 {clients=[], waitingPeriod=0}, 
Server 19 {clients=[], waitingPeriod=0}, 
Server 20 {clients=[], waitingPeriod=0}]

current time: 32
[
Server 1 {clients=[Client{id=67, timeArrival=32, timeService=8}], waitingPeriod=8}, 
Server 2 {clients=[Client{id=45, timeArrival=28, timeService=1}], waitingPeriod=1}, 
Server 3 {clients=[Client{id=85, timeArrival=32, timeService=4}], waitingPeriod=4}, 
Server 4 {clients=[Client{id=73, timeArrival=28, timeService=5}], waitingPeriod=5}, 
Server 5 {clients=[Client{id=17, timeArrival=30, timeService=2}], waitingPeriod=2}, 
Server 6 {clients=[Client{id=91, timeArrival=28, timeService=4}], waitingPeriod=4}, 
Server 7 {clients=[Client{id=41, timeArrival=24, timeService=1}], waitingPeriod=1}, 
Server 8 {clients=[Client{id=22, timeArrival=31, timeService=5}], waitingPeriod=5}, 
Server 9 {clients=[Client{id=93, timeArrival=30, timeService=1}], waitingPeriod=1}, 
Server 10 {clients=[], waitingPeriod=0}, 
Server 11 {clients=[], waitingPeriod=0}, 
Server 12 {clients=[], waitingPeriod=0}, 
Server 13 {clients=[], waitingPeriod=0}, 
Server 14 {clients=[], waitingPeriod=0}, 
Server 15 {clients=[], waitingPeriod=0}, 
Server 16 {clients=[], waitingPeriod=0}, 
Server 17 {clients=[], waitingPeriod=0}, 
Server 18 {clients=[], waitingPeriod=0}, 
Server 19 {clients=[], waitingPeriod=0}, 
Server 20 {clients=[], waitingPeriod=0}]

current time: 33
[
Server 1 {clients=[Client{id=67, timeArrival=32, timeService=7}], waitingPeriod=7}, 
Server 2 {clients=[Client{id=27, timeArrival=33, timeService=8}], waitingPeriod=8}, 
Server 3 {clients=[Client{id=85, timeArrival=32, timeService=3}], waitingPeriod=3}, 
Server 4 {clients=[Client{id=73, timeArrival=28, timeService=4}], waitingPeriod=4}, 
Server 5 {clients=[Client{id=17, timeArrival=30, timeService=1}], waitingPeriod=1}, 
Server 6 {clients=[Client{id=91, timeArrival=28, timeService=3}], waitingPeriod=3}, 
Server 7 {clients=[], waitingPeriod=0}, 
Server 8 {clients=[Client{id=22, timeArrival=31, timeService=4}], waitingPeriod=4}, 
Server 9 {clients=[], waitingPeriod=0}, 
Server 10 {clients=[], waitingPeriod=0}, 
Server 11 {clients=[], waitingPeriod=0}, 
Server 12 {clients=[], waitingPeriod=0}, 
Server 13 {clients=[], waitingPeriod=0}, 
Server 14 {clients=[], waitingPeriod=0}, 
Server 15 {clients=[], waitingPeriod=0}, 
Server 16 {clients=[], waitingPeriod=0}, 
Server 17 {clients=[], waitingPeriod=0}, 
Server 18 {clients=[], waitingPeriod=0}, 
Server 19 {clients=[], waitingPeriod=0}, 
Server 20 {clients=[], waitingPeriod=0}]

current time: 34
[
Server 1 {clients=[Client{id=67, timeArrival=32, timeService=6}], waitingPeriod=6}, 
Server 2 {clients=[Client{id=27, timeArrival=33, timeService=7}], waitingPeriod=7}, 
Server 3 {clients=[Client{id=85, timeArrival=32, timeService=2}], waitingPeriod=2}, 
Server 4 {clients=[Client{id=73, timeArrival=28, timeService=3}], waitingPeriod=3}, 
Server 5 {clients=[Client{id=1, timeArrival=34, timeService=5}], waitingPeriod=5}, 
Server 6 {clients=[Client{id=91, timeArrival=28, timeService=2}], waitingPeriod=2}, 
Server 7 {clients=[Client{id=89, timeArrival=34, timeService=7}], waitingPeriod=7}, 
Server 8 {clients=[Client{id=22, timeArrival=31, timeService=3}], waitingPeriod=3}, 
Server 9 {clients=[], waitingPeriod=0}, 
Server 10 {clients=[], waitingPeriod=0}, 
Server 11 {clients=[], waitingPeriod=0}, 
Server 12 {clients=[], waitingPeriod=0}, 
Server 13 {clients=[], waitingPeriod=0}, 
Server 14 {clients=[], waitingPeriod=0}, 
Server 15 {clients=[], waitingPeriod=0}, 
Server 16 {clients=[], waitingPeriod=0}, 
Server 17 {clients=[], waitingPeriod=0}, 
Server 18 {clients=[], waitingPeriod=0}, 
Server 19 {clients=[], waitingPeriod=0}, 
Server 20 {clients=[], waitingPeriod=0}]

current time: 35
[
Server 1 {clients=[Client{id=67, timeArrival=32, timeService=5}], waitingPeriod=5}, 
Server 2 {clients=[Client{id=27, timeArrival=33, timeService=6}], waitingPeriod=6}, 
Server 3 {clients=[Client{id=85, timeArrival=32, timeService=1}], waitingPeriod=1}, 
Server 4 {clients=[Client{id=73, timeArrival=28, timeService=2}], waitingPeriod=2}, 
Server 5 {clients=[Client{id=1, timeArrival=34, timeService=4}], waitingPeriod=4}, 
Server 6 {clients=[Client{id=91, timeArrival=28, timeService=1}], waitingPeriod=1}, 
Server 7 {clients=[Client{id=89, timeArrival=34, timeService=6}], waitingPeriod=6}, 
Server 8 {clients=[Client{id=22, timeArrival=31, timeService=2}], waitingPeriod=2}, 
Server 9 {clients=[Client{id=44, timeArrival=35, timeService=6}], waitingPeriod=6}, 
Server 10 {clients=[], waitingPeriod=0}, 
Server 11 {clients=[], waitingPeriod=0}, 
Server 12 {clients=[], waitingPeriod=0}, 
Server 13 {clients=[], waitingPeriod=0}, 
Server 14 {clients=[], waitingPeriod=0}, 
Server 15 {clients=[], waitingPeriod=0}, 
Server 16 {clients=[], waitingPeriod=0}, 
Server 17 {clients=[], waitingPeriod=0}, 
Server 18 {clients=[], waitingPeriod=0}, 
Server 19 {clients=[], waitingPeriod=0}, 
Server 20 {clients=[], waitingPeriod=0}]

current time: 36
[
Server 1 {clients=[Client{id=67, timeArrival=32, timeService=4}], waitingPeriod=4}, 
Server 2 {clients=[Client{id=27, timeArrival=33, timeService=5}], waitingPeriod=5}, 
Server 3 {clients=[Client{id=64, timeArrival=36, timeService=6}], waitingPeriod=6}, 
Server 4 {clients=[Client{id=73, timeArrival=28, timeService=1}], waitingPeriod=1}, 
Server 5 {clients=[Client{id=1, timeArrival=34, timeService=3}], waitingPeriod=3}, 
Server 6 {clients=[], waitingPeriod=0}, 
Server 7 {clients=[Client{id=89, timeArrival=34, timeService=5}], waitingPeriod=5}, 
Server 8 {clients=[Client{id=22, timeArrival=31, timeService=1}], waitingPeriod=1}, 
Server 9 {clients=[Client{id=44, timeArrival=35, timeService=5}], waitingPeriod=5}, 
Server 10 {clients=[], waitingPeriod=0}, 
Server 11 {clients=[], waitingPeriod=0}, 
Server 12 {clients=[], waitingPeriod=0}, 
Server 13 {clients=[], waitingPeriod=0}, 
Server 14 {clients=[], waitingPeriod=0}, 
Server 15 {clients=[], waitingPeriod=0}, 
Server 16 {clients=[], waitingPeriod=0}, 
Server 17 {clients=[], waitingPeriod=0}, 
Server 18 {clients=[], waitingPeriod=0}, 
Server 19 {clients=[], waitingPeriod=0}, 
Server 20 {clients=[], waitingPeriod=0}]

current time: 37
[
Server 1 {clients=[Client{id=67, timeArrival=32, timeService=3}], waitingPeriod=3}, 
Server 2 {clients=[Client{id=27, timeArrival=33, timeService=4}], waitingPeriod=4}, 
Server 3 {clients=[Client{id=64, timeArrival=36, timeService=5}], waitingPeriod=5}, 
Server 4 {clients=[Client{id=61, timeArrival=37, timeService=8}], waitingPeriod=8}, 
Server 5 {clients=[Client{id=1, timeArrival=34, timeService=2}], waitingPeriod=2}, 
Server 6 {clients=[], waitingPeriod=0}, 
Server 7 {clients=[Client{id=89, timeArrival=34, timeService=4}], waitingPeriod=4}, 
Server 8 {clients=[], waitingPeriod=0}, 
Server 9 {clients=[Client{id=44, timeArrival=35, timeService=4}], waitingPeriod=4}, 
Server 10 {clients=[], waitingPeriod=0}, 
Server 11 {clients=[], waitingPeriod=0}, 
Server 12 {clients=[], waitingPeriod=0}, 
Server 13 {clients=[], waitingPeriod=0}, 
Server 14 {clients=[], waitingPeriod=0}, 
Server 15 {clients=[], waitingPeriod=0}, 
Server 16 {clients=[], waitingPeriod=0}, 
Server 17 {clients=[], waitingPeriod=0}, 
Server 18 {clients=[], waitingPeriod=0}, 
Server 19 {clients=[], waitingPeriod=0}, 
Server 20 {clients=[], waitingPeriod=0}]

current time: 38
[
Server 1 {clients=[Client{id=67, timeArrival=32, timeService=2}], waitingPeriod=2}, 
Server 2 {clients=[Client{id=27, timeArrival=33, timeService=3}], waitingPeriod=3}, 
Server 3 {clients=[Client{id=64, timeArrival=36, timeService=4}], waitingPeriod=4}, 
Server 4 {clients=[Client{id=61, timeArrival=37, timeService=7}], waitingPeriod=7}, 
Server 5 {clients=[Client{id=1, timeArrival=34, timeService=1}], waitingPeriod=1}, 
Server 6 {clients=[Client{id=15, timeArrival=38, timeService=8}], waitingPeriod=8}, 
Server 7 {clients=[Client{id=89, timeArrival=34, timeService=3}], waitingPeriod=3}, 
Server 8 {clients=[Client{id=46, timeArrival=38, timeService=4}], waitingPeriod=4}, 
Server 9 {clients=[Client{id=44, timeArrival=35, timeService=3}], waitingPeriod=3}, 
Server 10 {clients=[Client{id=53, timeArrival=38, timeService=3}], waitingPeriod=3}, 
Server 11 {clients=[], waitingPeriod=0}, 
Server 12 {clients=[], waitingPeriod=0}, 
Server 13 {clients=[], waitingPeriod=0}, 
Server 14 {clients=[], waitingPeriod=0}, 
Server 15 {clients=[], waitingPeriod=0}, 
Server 16 {clients=[], waitingPeriod=0}, 
Server 17 {clients=[], waitingPeriod=0}, 
Server 18 {clients=[], waitingPeriod=0}, 
Server 19 {clients=[], waitingPeriod=0}, 
Server 20 {clients=[], waitingPeriod=0}]

current time: 39
[
Server 1 {clients=[Client{id=67, timeArrival=32, timeService=1}], waitingPeriod=1}, 
Server 2 {clients=[Client{id=27, timeArrival=33, timeService=2}], waitingPeriod=2}, 
Server 3 {clients=[Client{id=64, timeArrival=36, timeService=3}], waitingPeriod=3}, 
Server 4 {clients=[Client{id=61, timeArrival=37, timeService=6}], waitingPeriod=6}, 
Server 5 {clients=[Client{id=77, timeArrival=39, timeService=8}], waitingPeriod=8}, 
Server 6 {clients=[Client{id=15, timeArrival=38, timeService=7}], waitingPeriod=7}, 
Server 7 {clients=[Client{id=89, timeArrival=34, timeService=2}], waitingPeriod=2}, 
Server 8 {clients=[Client{id=46, timeArrival=38, timeService=3}], waitingPeriod=3}, 
Server 9 {clients=[Client{id=44, timeArrival=35, timeService=2}], waitingPeriod=2}, 
Server 10 {clients=[Client{id=53, timeArrival=38, timeService=2}], waitingPeriod=2}, 
Server 11 {clients=[], waitingPeriod=0}, 
Server 12 {clients=[], waitingPeriod=0}, 
Server 13 {clients=[], waitingPeriod=0}, 
Server 14 {clients=[], waitingPeriod=0}, 
Server 15 {clients=[], waitingPeriod=0}, 
Server 16 {clients=[], waitingPeriod=0}, 
Server 17 {clients=[], waitingPeriod=0}, 
Server 18 {clients=[], waitingPeriod=0}, 
Server 19 {clients=[], waitingPeriod=0}, 
Server 20 {clients=[], waitingPeriod=0}]

current time: 40
[
Server 1 {clients=[], waitingPeriod=0}, 
Server 2 {clients=[Client{id=27, timeArrival=33, timeService=1}], waitingPeriod=1}, 
Server 3 {clients=[Client{id=64, timeArrival=36, timeService=2}], waitingPeriod=2}, 
Server 4 {clients=[Client{id=61, timeArrival=37, timeService=5}], waitingPeriod=5}, 
Server 5 {clients=[Client{id=77, timeArrival=39, timeService=7}], waitingPeriod=7}, 
Server 6 {clients=[Client{id=15, timeArrival=38, timeService=6}], waitingPeriod=6}, 
Server 7 {clients=[Client{id=89, timeArrival=34, timeService=1}], waitingPeriod=1}, 
Server 8 {clients=[Client{id=46, timeArrival=38, timeService=2}], waitingPeriod=2}, 
Server 9 {clients=[Client{id=44, timeArrival=35, timeService=1}], waitingPeriod=1}, 
Server 10 {clients=[Client{id=53, timeArrival=38, timeService=1}], waitingPeriod=1}, 
Server 11 {clients=[], waitingPeriod=0}, 
Server 12 {clients=[], waitingPeriod=0}, 
Server 13 {clients=[], waitingPeriod=0}, 
Server 14 {clients=[], waitingPeriod=0}, 
Server 15 {clients=[], waitingPeriod=0}, 
Server 16 {clients=[], waitingPeriod=0}, 
Server 17 {clients=[], waitingPeriod=0}, 
Server 18 {clients=[], waitingPeriod=0}, 
Server 19 {clients=[], waitingPeriod=0}, 
Server 20 {clients=[], waitingPeriod=0}]

current time: 41
[
Server 1 {clients=[Client{id=10, timeArrival=41, timeService=3}], waitingPeriod=3}, 
Server 2 {clients=[], waitingPeriod=0}, 
Server 3 {clients=[Client{id=64, timeArrival=36, timeService=1}], waitingPeriod=1}, 
Server 4 {clients=[Client{id=61, timeArrival=37, timeService=4}], waitingPeriod=4}, 
Server 5 {clients=[Client{id=77, timeArrival=39, timeService=6}], waitingPeriod=6}, 
Server 6 {clients=[Client{id=15, timeArrival=38, timeService=5}], waitingPeriod=5}, 
Server 7 {clients=[], waitingPeriod=0}, 
Server 8 {clients=[Client{id=46, timeArrival=38, timeService=1}], waitingPeriod=1}, 
Server 9 {clients=[], waitingPeriod=0}, 
Server 10 {clients=[], waitingPeriod=0}, 
Server 11 {clients=[], waitingPeriod=0}, 
Server 12 {clients=[], waitingPeriod=0}, 
Server 13 {clients=[], waitingPeriod=0}, 
Server 14 {clients=[], waitingPeriod=0}, 
Server 15 {clients=[], waitingPeriod=0}, 
Server 16 {clients=[], waitingPeriod=0}, 
Server 17 {clients=[], waitingPeriod=0}, 
Server 18 {clients=[], waitingPeriod=0}, 
Server 19 {clients=[], waitingPeriod=0}, 
Server 20 {clients=[], waitingPeriod=0}]

current time: 42
[
Server 1 {clients=[Client{id=10, timeArrival=41, timeService=2}], waitingPeriod=2}, 
Server 2 {clients=[], waitingPeriod=0}, 
Server 3 {clients=[], waitingPeriod=0}, 
Server 4 {clients=[Client{id=61, timeArrival=37, timeService=3}], waitingPeriod=3}, 
Server 5 {clients=[Client{id=77, timeArrival=39, timeService=5}], waitingPeriod=5}, 
Server 6 {clients=[Client{id=15, timeArrival=38, timeService=4}], waitingPeriod=4}, 
Server 7 {clients=[], waitingPeriod=0}, 
Server 8 {clients=[], waitingPeriod=0}, 
Server 9 {clients=[], waitingPeriod=0}, 
Server 10 {clients=[], waitingPeriod=0}, 
Server 11 {clients=[], waitingPeriod=0}, 
Server 12 {clients=[], waitingPeriod=0}, 
Server 13 {clients=[], waitingPeriod=0}, 
Server 14 {clients=[], waitingPeriod=0}, 
Server 15 {clients=[], waitingPeriod=0}, 
Server 16 {clients=[], waitingPeriod=0}, 
Server 17 {clients=[], waitingPeriod=0}, 
Server 18 {clients=[], waitingPeriod=0}, 
Server 19 {clients=[], waitingPeriod=0}, 
Server 20 {clients=[], waitingPeriod=0}]

current time: 43
[
Server 1 {clients=[Client{id=10, timeArrival=41, timeService=1}], waitingPeriod=1}, 
Server 2 {clients=[Client{id=24, timeArrival=43, timeService=8}], waitingPeriod=8}, 
Server 3 {clients=[Client{id=65, timeArrival=43, timeService=4}], waitingPeriod=4}, 
Server 4 {clients=[Client{id=61, timeArrival=37, timeService=2}], waitingPeriod=2}, 
Server 5 {clients=[Client{id=77, timeArrival=39, timeService=4}], waitingPeriod=4}, 
Server 6 {clients=[Client{id=15, timeArrival=38, timeService=3}], waitingPeriod=3}, 
Server 7 {clients=[Client{id=69, timeArrival=43, timeService=8}], waitingPeriod=8}, 
Server 8 {clients=[], waitingPeriod=0}, 
Server 9 {clients=[], waitingPeriod=0}, 
Server 10 {clients=[], waitingPeriod=0}, 
Server 11 {clients=[], waitingPeriod=0}, 
Server 12 {clients=[], waitingPeriod=0}, 
Server 13 {clients=[], waitingPeriod=0}, 
Server 14 {clients=[], waitingPeriod=0}, 
Server 15 {clients=[], waitingPeriod=0}, 
Server 16 {clients=[], waitingPeriod=0}, 
Server 17 {clients=[], waitingPeriod=0}, 
Server 18 {clients=[], waitingPeriod=0}, 
Server 19 {clients=[], waitingPeriod=0}, 
Server 20 {clients=[], waitingPeriod=0}]

current time: 44
[
Server 1 {clients=[Client{id=8, timeArrival=44, timeService=4}], waitingPeriod=4}, 
